date,temp_avg,count_rb,count_g,avg_svl_rb,avg_svl_g,avg_time,site,boards,mowed,field_200m,field_900m,field_1000m,forest_200m,forest_300m,forest_700m,forest_800m,road_300m,road_500m,road_800m,sides_300m,sides_500m,sides_600m,urban_100m,urban_200m,urban_300m,urban_1000m,water_600m,water_800m,water_900m
2021146,24.4,0,0,,,1330,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021153,26.4,0,0,,,1730,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021161,19.4,0,0,,,1030,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021168,26.1,0,1,,39.5,1644,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021174,20.8,0,0,,,1730,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021181,29.9,0,0,,,1430,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021188,15.8,0,0,,,1333,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021195,28.7,0,0,,,1500,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021202,24.7,0,0,,,1400,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021230,25.3,0,1,,43.5,1131.333333,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021236,31.3,0,0,,,1400,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021245,16.9,0,0,,,1500,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021250,21.5,0,2,,25.3,1442,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021257,18.7,0,0,,,1130,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021268,21.1,0,0,,,1330,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021273,13.2,1,0,12,,1032,2,20,0,0.12195122,0.256920415,0.250355619,0.268292683,0.217391304,0.168055556,0.174242424,0,1.835120619,3.277051952,1,2,2,0.275862069,0.182926829,0.186335404,0.322901849,0.273394495,0.261904762,0.256920415
2021146,26.8,0,0,,,1530,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021153,26.8,0,0,,,1400,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021161,21.6,0,0,,,1300,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021168,24.2,1,0,21,,1358,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021175,26.5,0,0,,,1330,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021181,26.03333333,2,1,20.85,44,1073.333333,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021188,17.32,1,3,21,40,1565.2,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021195,26,1,0,20.5,,1200,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021202,24.4,0,0,,,1630,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021209,23.8,2,1,20.25,45,1624.166667,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021223,27,0,0,,,1036,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021230,27.8,4,0,9.15,,1342.714286,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021236,29.2,0,0,,,1100,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021245,17.1,7,1,11.27142857,21.7,1716,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021249,20.7,4,0,11.675,,1606.4,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021257,19.4,5,0,11.58,,1344.4,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021268,17.8,0,0,,,1030,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021273,15.3,0,0,,,1200,3,20,1,0.712643678,0.502134927,0.492662474,0,0.005988024,0.035182679,0.034957627,5.498522164,4.950293988,5.871560305,1,4,4,0.029411765,0.172413793,0.269461078,0.375262055,0.123877917,0.111228814,0.095644748
2021140,27.5,0,0,,,1130,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021147,12.3,0,0,,,1400,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021155,24.3,0,0,,,1445,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021161,20.25,0,0,,,1150,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021168,22.2,0,0,,,1900,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021175,26.6,0,0,,,1600,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021182,20.3,0,0,,,1130,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021189,16.5,0,0,,,1400,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021197,24.5,0,0,,,1300,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021203,23.2,0,0,,,1145,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021231,24.8,0,0,,,1145,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021237,28.8,0,0,,,1145,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021246,22.6,0,0,,,1430,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021250,22,0,0,,,1715,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021259,21,0,0,,,1145,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021266,22.7,0,0,,,1100,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021274,15.4,0,0,,,1245,4,20,1,0.31884058,0.381255687,0.395539033,0,0,0.00887574,0.02283105,12.82958129,13.21444756,13.0850726,4,4,4,0.772727273,0.68115942,0.692857143,0.559107807,0,0.014840183,0.013648772
2021130,14.5,0,0,,,1400,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021137,21.1,1,1,23.8,51.7,1021,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021144,19.1,2,1,17.95,40.5,1929,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021151,21.9,2,1,15.5,39,1334.333333,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021160,28.1,0,0,,,1500,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021165,22.8,0,0,,,1330,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021173,15.4,2,0,16.9,,1835,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021179,26.5,2,0,12.3,,1024.333333,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021187,28.1,0,0,,,1306.5,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021193,24.8,0,0,,,1124,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021201,24.3,0,0,,,1300,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021207,25.4,0,0,,,1127.5,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021208,16.5,0,1,,50,1129,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021221,26.5,0,0,,,1038,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021228,25.7,0,0,,,1636.5,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021235,25.6,0,0,,,1034,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021243,23.6,0,0,,,1524,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021252,18.1,0,0,,,900,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021258,18.3,1,0,9,,1318,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021263,23.4,1,0,9.4,,1503,5,20,0,0,0.062831858,0.05141202,0.5,0.450980392,0.45416079,0.472987872,0,2.074954175,3.951812509,2,2,2,0.333333333,0.5,0.522875817,0.377262853,0.00754717,0.036383682,0.049557522
2021140,28.6,0,0,,,1200,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021147,12.8,0,0,,,1340.5,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021155,25.2,0,0,,,1515,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021161,19.4,0,0,,,1045,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021168,22.2,0,0,,,1930,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021175,27.2,0,0,,,1545,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021182,22.4,0,0,,,1230,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021189,17.2,0,0,,,1345,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021197,24.5,0,0,,,1330,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021203,23.2,0,0,,,1130,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021231,24.8,0,0,,,1130,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021237,29.6,0,0,,,1215,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021246,22.6,0,1,,49,1411,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021250,22,0,0,,,1745,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021259,21,0,0,,,1130,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021266,22.7,0,0,,,1130,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2021274,15.4,0,0,,,1200,7,20,1,0.030612245,0.099834983,0.127717391,0.071428571,0.038461538,0.075718016,0.102354145,9.942094986,8.148727479,8.466567466,3,4,4,0.891891892,0.897959184,0.928571429,0.705842391,0.006884682,0.022517912,0.0330033
2020189,27,0,0,,,1030,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020199,21.8,1,1,28.2,29.5,829,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020205,23.6,0,0,,,1300,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020213,22.8,0,0,,,800,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020219,24.6,0,0,,,1400,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020226,22.9,0,0,,,830,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020232,18,0,1,,15.2,1403.5,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020238,20.9,0,0,,,800,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020282,8.9,1,0,7.5,,1307,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2020290,10.3,0,0,,,1130,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021137,23.7,1,1,17.3,58,1116.75,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021144,21.6,2,3,17.75,21.5,1832.8,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021151,22.9,1,0,15.6,,1420,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021160,27.9,0,0,,,1430,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021165,21.46666667,4,2,12.5,35.5,1400.666667,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021173,16.5,5,0,15.5,,1753.4,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021179,28,0,0,,,1123.333333,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021186,26.39090909,8,3,15.7875,26.5,1623.363636,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021193,25.4,0,0,,,1183.333333,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021201,23.6,1,0,20.8,,1215,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021207,26.2,0,0,,,1230,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021208,16.3,0,1,,31,1215,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021215,21.8,2,3,9.6,34.3,1906,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
2021221,27.3,0,0,,,1150.5,8,20,1,0,0.044688027,0.060332871,1,0.988439306,0.966532798,0.940188877,1.578005976,1.099033044,0.903744903,1,1,1,0,0,0,0.042995839,0.029876977,0.036726128,0.043844857
